Removed Variable,% > 5,% > 6,% > 7,Mean
Control,99.64517741129436,37.152344880191485,26.494121360372446,6.21878
sLD.tif,99.6020410847208,30.610484231568424,26.479523396196637,6.142855
sPK.tif,97.02188379494463,36.04552986664562,0.16702175228175384,5.8248057
sPm.tif,45.3808622004787,15.915068781398775,3.0069175938346615,5.3310804
sPo.tif,99.63413030326942,67.77400773297562,27.31213340698072,6.7556286
